Degree Type,Course Title,Institution Name,City Name,Subject,Language,Beginning Semester,Duration,Tuition Fee,Detail Link
Master's degree,"Economics and Finance, MSc",Rhine-Waal University of Applied Sciences,Kleve,Business and Economics,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4226/
Master's degree,Economics and Institutions (MSc),Philipps-Universität Marburg,Marburg,Business and Economics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4055/
Master's degree,Economics of the Middle East (EMEA),Philipps-Universität Marburg,Marburg,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4024/
Master's degree,Economics – Master of Science,University of Cologne,Köln,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5441/
Master's degree,Economics: Data Science and Policy,Martin Luther University Halle-Wittenberg,Halle (Saale),Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7036/
Master's degree,Ecosystem Services,Dresden University of Technology,Zittau,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4802/
Master's degree,Ecumenical and Extended Ecumenical Studies,University of Bonn,Bonn,Protestant Theology,English,Winter semester,"2 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6087/
Master's degree,Electric Vehicle Propulsion and Control (E-PiCo),Kiel University,Kiel,Electrical Engineering,English,Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7067/
Master's degree,Electrical and Computer Engineering (M Eng),Anhalt University of Applied Sciences,Köthen / Anhalt,Electrical Engineering,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8357/
Master's degree,Electrical and Microsystems Engineering,OTH Regensburg,Regensburg,Engineering in general,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4587/
Master's degree,Electrical Communication Engineering (MSc),University of Kassel,Kassel,Electrical Engineering,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3759/
Master's degree,Electrical Engineering,Kempten University of Applied Sciences,Kempten (Allgäu),Electrical Engineering,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4140/
Master's degree,Electrical Engineering,University of Stuttgart,Stuttgart,Electrical Engineering,English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6926/
Master's degree,Electrical Engineering (EE),University of Rostock,Rostock,Electrical Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4594/
Master's degree,Electrical Engineering (Electronics Design or Communication Engineering),University of Siegen,Siegen,Electrical Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7927/
Master's degree,Electrical Engineering / Maestría en Diseño de Sistemas Electrónicos aplicados a la Agronomía,Hochschule Bonn-Rhein-Sieg,Sankt Augustin,Electrical Engineering,"German, Spanish",Summer semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4470/
Master's degree,Electrical Engineering and Embedded Systems,University of Applied Sciences Ravensburg-Weingarten,Weingarten,Electrical Engineering,English,Winter semester,3 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4201/
Master's degree,Electrical Engineering and Information Technology,Otto von Guericke University Magdeburg,Magdeburg,Electrical Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6091/
Master's degree,Electrical Engineering and Information Technology — International Master of Science,Darmstadt University of Applied Sciences,Darmstadt,Electrical Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3980/
Master's degree,Electrical Power Engineering – Master's Study Programme,RWTH Aachen University,Aachen,Electrical Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3699/
Master's degree,Elite Master of Science in Neuroengineering (MSNE),Technical University of Munich,München,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4670/
Master's degree,Elite Master's Programme: Human Biology – Principles of Health and Disease,Ludwig-Maximilians-Universität München,München,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5344/
Master's degree,Elite Master's Programme: Theoretical and Mathematical Physics,Ludwig-Maximilians-Universität München,München,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7871/
Master's degree,Embedded Computing Systems (ESY),RPTU University of Kaiserslautern-Landau,Kaiserslautern,Electrical Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3590/
Master's degree,Embedded Systems,Chemnitz University of Technology,Chemnitz,Electrical Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4493/
Master's degree,Embedded Systems Design,Bremerhaven University of Applied Sciences,Bremerhaven,Electrical Engineering,English,Summer semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4399/
Master's degree,Embedded Systems Engineering,University of Duisburg-Essen,Duisburg,Engineering in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6252/
Master's degree,EMerald Master's Course in Resources Engineering,TU Bergakademie Freiberg,Freiberg,Engineering in general,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5349/
Master's degree,EMMaH – European Master of Medical Technology and Healthcare Business (MSc),Hamburg University of Applied Sciences,Hamburg,Medicine in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5433/
Master's degree,"Empirical Political and Social Research (Franco-German), MA",University of Stuttgart,Stuttgart,Social Science,"German, English",Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3836/
Master's degree,Energy and Environmental Management in Developing Countries (MEng),Europa-Universität Flensburg,Flensburg,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6085/
Master's degree,"Energy Engineering & Management (MSc, Executive) at HECTOR School",Karlsruhe Institute of Technology,Karlsruhe,Engineering in general,English,Winter semester,4 semesters,"EUR 7,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4551/
Master's degree,Energy Management (MBA),Technische Universität Berlin,Berlin,Business and Economics,English,Winter semester,3 semesters,"EUR 6,600",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4545/
Master's degree,"Engineering and International Business – Renewable Energy, Water and Waste Management (MEng)",SRH Berlin University of Applied Sciences,Berlin,Engineering in general,English,"Winter semester, Summer semester",4 semesters,"EUR 6,800",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4832/
Master's degree,Engineering and Management,Technische Hochschule Ingolstadt,Ingolstadt,Engineering in general,English,Winter semester,3 semesters,EUR 500,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7168/
Master's degree,"Engineering and Sustainable Technology Management – Industry 4.0: Automation, Robotics & 3D Manufacturing (MEng)",SRH Berlin University of Applied Sciences,Berlin,Engineering in general,English,"Winter semester, Summer semester",4 semesters,"EUR 6,800",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6362/
Master's degree,Engineering and Sustainable Technology Management – Mobility and Automotive Industry (MEng),SRH Berlin University of Applied Sciences,Berlin,Engineering in general,English,"Winter semester, Summer semester",4 semesters,"EUR 6,800",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6361/
Master's degree,Engineering and Sustainable Technology Management — Smart Building Technologies (MEng),SRH Berlin University of Applied Sciences,Berlin,Engineering in general,English,"Winter semester, Summer semester",4 semesters,"EUR 6,800",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6364/
Master's degree,Engineering Geohazards (MSc),RWTH Aachen University,Aachen,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6919/
Master's degree,Engineering of Hydro-Environmental Extremes (HDE),University of Siegen,Siegen,Civil Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9179/
Master's degree,Engineering of Socio-Technical Systems,Carl von Ossietzky University of Oldenburg,Oldenburg,Computer Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7040/
Master's degree,Engineering Sciences (Mechanical & Plastics Engineering / Mechatronics / Electrical Engineering & Information Technology),Rosenheim Technical University of Applied Sciences,Rosenheim,Engineering in general,English,"Winter semester, Summer semester","3 semesters, 6 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4636/
Master's degree,English and American Studies,Osnabrück University,Osnabrück,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4263/
Master's degree,English and American Studies,University of Augsburg,Augsburg,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6889/
Master's degree,English as a World Language,Universität Hamburg,Hamburg,"English Studies, American Studies","German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9031/
Master's degree,English Linguistics (MA),University of Regensburg,Regensburg,General and Comparative Literature and Linguistics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4286/
Master's degree,English Studies,Chemnitz University of Technology,Chemnitz,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7692/
Master's degree,"English: Language, Literatures and Cultures",University of Göttingen,Göttingen,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4334/
Master's degree,Entrepreneurship (Master of Arts),Worms University of Applied Sciences,Worms,Business and Economics,English,"Winter semester, Summer semester","3 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7161/
Master's degree,Entrepreneurship and Digital Transformation,Hochschule München University of Applied Sciences,München,Business and Economics,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6972/
Master's degree,Environment and Resources Management with Focus on Latin America and the Caribbean (Double Degree Master's Programme between Mexico and Germany),Technische Hochschule Köln (University of Applied Sciences),Köln,"Land Management, Environmental Architecture","English, Spanish",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3985/
Master's degree,"Environment, Climate Change and Health",University of Bayreuth,Bayreuth,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8291/
Master's degree,Environmental and Recycling Technology,Nordhausen University of Applied Sciences,Nordhausen,Engineering in general,English,"Winter semester, Summer semester","3 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9013/
Master's degree,Environmental and Resource Management (MSc),Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3681/
Master's degree,Environmental Chemistry (MSc),University of Bayreuth,Bayreuth,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4766/
Master's degree,Environmental Engineering,Hamburg University of Technology,Hamburg,Civil Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3809/
Master's degree,Environmental Engineering – Specialisation Resources and Environment (Double Degree Option),Leibniz University Hannover,Hannover,Civil Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8288/
Master's degree,Environmental Geography,University of Bayreuth,Bayreuth,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5246/
Master's degree,Environmental Governance (MEG),University of Freiburg,Freiburg im Breisgau,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3734/
Master's degree,Environmental Pollution Management - Ecotoxicology,RPTU University of Kaiserslautern-Landau,Landau in der Pfalz,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4302/
Master's degree,Environmental Protection and Agricultural Food Production (EnviroFood),University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9111/
Master's degree,"Environmental Science - Soil, Water and Biodiversity (EnvEuro)",University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4564/
Master's degree,Environmental Sciences (MSc),RPTU University of Kaiserslautern-Landau,Landau in der Pfalz,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4548/
Master's degree,Environmental Toxicology,University of Duisburg-Essen,Essen,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6258/
Master's degree,Erasmus Mundus Joint Master - Advanced Methods in Particle Physics,TU Dortmund University,Dortmund,"Physics, Astronomy",English,Winter semester,4 semesters,EUR 970,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8299/
Master's degree,"Erasmus Mundus Joint Master's Degree Programme: Society, Politics & Culture in a Global Context – Euroculture",University of Göttingen,Göttingen,Social Science,English,Winter semester,"4 semesters, 5 semesters",varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3707/
Master's degree,ESB Business School: MBA International Management (Full-Time),Reutlingen University,Reutlingen,Business and Economics,English,Winter semester,3 semesters,"EUR 3,200",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4589/
Master's degree,Esslingen MBA in International Industrial Management,Esslingen University of Applied Sciences,Esslingen am Neckar,Industrial Engineering,English,Winter semester,3 semesters,"EUR 1,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5426/
Master's degree,Ethics of Textual Cultures,FAU Erlangen-Nürnberg,Erlangen,Languages and Cultural Studies in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6907/
Master's degree,Euromasters – MA Contemporary European Studies,Humboldt-Universität zu Berlin,Berlin,Social Science,"German, English",Winter semester,4 semesters,"EUR 4,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3943/
Master's degree,European and International Energy Law (MBL),Technische Universität Berlin,Berlin,Law,English,Winter semester,2 semesters,"EUR 5,600",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4544/
Master's degree,European Economics (MSc) – Double Degree,University of Tübingen,Tübingen,Business and Economics,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4184/
Master's degree,European Film Business and Law (Master of Business Administration MBA),University of Potsdam,Potsdam,Business and Economics,English,Winter semester,"4 semesters, 6 semesters",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8930/
Master's degree,European Film Business and Law (Master of Laws),University of Potsdam,Potsdam,"Law, Economics and Social Sciences in general",English,Winter semester,"4 semesters, 6 semesters",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8932/
Master's degree,European Interdisciplinary Master in African Studies (EIMAS),University of Bayreuth,Bayreuth,Other / Non-European Languages and Cultural Studies,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7646/
Master's degree,European Joint Master's Programme in English and American Studies,University of Bamberg,Bamberg,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3905/
Master's degree,European Legal Informatics Study Programme (EULISP),Leibniz University Hannover,Hannover,Law,"English, German",Winter semester,2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3693/
Master's degree,European Legal Practice LLM Joint Degree (Master der Europäischen Rechtspraxis LLM Joint Degree),Leibniz University Hannover,Hannover,"Law, Economics and Social Sciences in general","German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3692/
Master's degree,European Management (Master's Degree),Technical University of Applied Sciences Wildau,Wildau,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6105/
Master's degree,European Master in Classical Cultures (EMCC),University of Münster,Münster,Classical Philology,"German, French",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4052/
Master's degree,European Master in Law & Economics (EMLE),Universität Hamburg,Hamburg,Law,English,Winter semester,2 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3640/
Master's degree,European Master in Lexicography / Europäischer Master für Lexikographie,FAU Erlangen-Nürnberg,Erlangen,Languages and Cultural Studies in general,"German, English",Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4582/
Master's degree,European Master in Migration and Intercultural Relations,Carl von Ossietzky University of Oldenburg,Oldenburg,Social Science,English,Winter semester,4 semesters,"EUR 4,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8904/
Master's degree,European Master's in Business Studies (EMBS),University of Kassel,Kassel,Business and Economics,English,Winter semester,4 semesters,"EUR 1,250",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4091/
Master's degree,European Master's in Customer Relationship Marketing (MERCURI),Aschaffenburg University of Applied Sciences,Aschaffenburg,Business and Economics,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9270/
Master's degree,European Master's in Embedded Computing Systems (EMECS),RPTU University of Kaiserslautern-Landau,Kaiserslautern,Electrical Engineering,English,Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4131/
Master's degree,European Master's in Global Studies,Leipzig University,Leipzig,Social Science,English,Winter semester,4 semesters,EUR 875,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3711/
Master's degree,European Master's in Project Management (EuroMPM),Dortmund University of Applied Sciences and Arts,Dortmund,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3996/
Master's degree,European Master's in Renewable Energy (EMRE),Carl von Ossietzky University of Oldenburg,Oldenburg,"Mathematics, Natural Sciences in general",English,Winter semester,3 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8328/
Master's degree,European Master's Programme in Language and Communication Technologies (LCT),Saarland University,Saarbrücken,Computer Science,English,Winter semester,4 semesters,"EUR 2,125",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3934/
Master's degree,European Mining Course (EMC),RWTH Aachen University,Aachen,"Mining, Metallurgy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8481/
Master's degree,European Studies (MA),Otto von Guericke University Magdeburg,Magdeburg,Political Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3986/
Master's degree,European Urban Studies (EUS),Bauhaus-Universität Weimar,Weimar,Town and Country Planning,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3679/
Master's degree,European-American Studies (MA),University of Regensburg,Regensburg,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4284/
Master's degree,Evolution and Ecology (MSc),University of Tübingen,Tübingen,Biology,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4608/
Master's degree,"Evolution, Ecology and Systematics (Master of Science)",Ludwig-Maximilians-Universität München,München,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4033/
Master's degree,Executive Master of International Business Management MBA,Furtwangen University,Villingen-Schwenningen,Business and Economics,English,Summer semester,4 semesters,"EUR 4,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8929/
Master's degree,Executive Master of Public Administration (Executive MPA),Hertie School,Berlin,Public Administration,English,Winter semester,"2 semesters, 4 semesters","EUR 9,125",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4123/
Master's degree,Executive MBA,Technical University of Munich,München,Business and Economics,English,"Winter semester, Summer semester",4 semesters,"EUR 9,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4431/
Master's degree,Executive MBA (EMBA),ESMT Berlin,Berlin,Business and Economics,English,Winter semester,3 semesters,"EUR 19,833",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4135/
Master's degree,Executive MBA (part-time),Frankfurt School of Finance & Management,Frankfurt am Main,Business and Economics,English,Winter semester,3 semesters,"EUR 16,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4542/
Master's degree,Executive MBA General Management,SRH Berlin University of Applied Sciences,Berlin,Business and Economics,English,"Winter semester, Summer semester",2 semesters,"EUR 7,875",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7074/
Master's degree,Executive MBA in Business & IT,Technical University of Munich,München,Business and Economics,English,"Winter semester, Summer semester",4 semesters,"EUR 9,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4432/
Master's degree,Executive MBA in Innovation & Business Creation,Technical University of Munich,Garching b. München,Business and Economics,English,Winter semester,4 semesters,"EUR 9,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4089/
Master's degree,Expanded Media,Darmstadt University of Applied Sciences,Dieburg,"Performing Arts, Film and Television, Drama",English,"Winter semester, Summer semester","3 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4677/
Master's degree,Experimental Geosciences (MSc),University of Bayreuth,Bayreuth,Earth Sciences (excluding Geography),English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3925/
Master's degree,"FACT – Finance, Accounting, Controlling and Taxation",Berlin School of Economics and Law,Berlin,Business and Economics,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5517/
Master's degree,FAME-AIS Functional Advanced Materials Engineering with Artificial Intelligence for Sustainability,Technical University of Darmstadt,Darmstadt,Engineering in general,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5413/
Master's degree,"Film, Television and Digital Narratives (MA)",SRH Berlin University of Applied Sciences,Berlin,"Performing Arts, Film and Television, Drama",English,"Winter semester, Summer semester",4 semesters,"EUR 5,700",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7011/
Master's degree,Finance (MSc),Schmalkalden University of Applied Sciences,Schmalkalden,Business and Economics,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8410/
Master's degree,Finance and Information Management (FIM),Technical University of Munich,München,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7650/
Master's degree,Financial Economics (FINEC),Otto von Guericke University Magdeburg,Magdeburg,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3594/
Master's degree,Financial Engineering,RPTU University of Kaiserslautern-Landau,Kaiserslautern,"Mathematics, Natural Sciences in general",English,Winter semester,6 semesters,"EUR 1,990",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5321/
Master's degree,"Financial Engineering (MSc, Executive) at HECTOR School",Karlsruhe Institute of Technology,Karlsruhe,Business and Economics,English,Winter semester,4 semesters,"EUR 7,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4552/
Master's degree,Financial Services Management,Kaiserslautern University of Applied Sciences,Zweibrücken,Business and Economics,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4583/
Master's degree,FOKUS Life Sciences,Julius-Maximilians-Universität Würzburg,Würzburg,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5364/
Master's degree,Food Quality and Safety,University of Bayreuth,Kulmbach,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6927/
Master's degree,Food Science and Technology,University of Hohenheim,Stuttgart,Engineering in general,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4456/
Master's degree,Food System Sciences (MSc),University of Bayreuth,Kulmbach,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9214/
Master's degree,Forest and Ecosystem Sciences (FES),University of Göttingen,Göttingen,"Forestry, Wood Economics",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6505/
Master's degree,Forest Information Technology (FIT),Eberswalde University for Sustainable Development,Eberswalde,Computer Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3724/
Master's degree,Forestry System Transformation (FST),Eberswalde University for Sustainable Development,Eberswalde,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5427/
Master's degree,"Franco-German Master of Arts in German Studies / Master Recherche Études Germaniques, Mainz-Dijon",Johannes Gutenberg University Mainz,Mainz,"German Language and Literature (German, Germanic Languages except English)","German, French","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4624/
Master's degree,Francophones Studies: Multiple Africas | Études Francophones: Afriques Multiples,University of Bayreuth,Bayreuth,Romance Languages,"English, French",Winter semester,"4 semesters, 8 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8306/
Master's degree,Full-Time Master of Business Administration (MBA),WHU - Otto Beisheim School of Management,Düsseldorf,Business and Economics,English,"Winter semester, Summer semester",2 semesters,"EUR 21,550",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3665/
Master's degree,Full-Time Master of Business Administration (MBA),ESMT Berlin,Berlin,Business and Economics,English,Other,2 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7108/
Master's degree,Full-time Master's Programme in Management (MSc),HHL Leipzig Graduate School of Management,Leipzig,Business and Economics,English,Winter semester,4 semesters,"EUR 8,475",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3651/
Master's degree,Full-Time MBA,Frankfurt School of Finance & Management,Frankfurt am Main,Business and Economics,English,Winter semester,2 semesters,"EUR 21,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4536/
