Degree Type,Course Title,Institution Name,City Name,Subject,Language,Beginning Semester,Duration,Tuition Fee,Detail Link
Master's degree,"Business Administration, Specialisation in Entrepreneurship & Innovation",Catholic University of Eichstätt-Ingolstadt,Ingolstadt,Business and Economics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7005/
Master's degree,"Business Administration, Specialisation in International Business Administration",Catholic University of Eichstätt-Ingolstadt,Ingolstadt,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7047/
Master's degree,Business Analytics (MSc),SRH Fernhochschule - The Mobile University,Riedlingen,Business and Economics,English,Other,"2 semesters, 3 semesters, 4 semesters",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9223/
Master's degree,Business and Psychology,Catholic University of Eichstätt-Ingolstadt,Ingolstadt,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7004/
Master's degree,Business Consulting Master (BCM),Furtwangen University,Furtwangen im Schwarzwald,Computer Science,English,Summer semester,3 semesters,"EUR 1,543",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3737/
Master's degree,Business Development,University of Münster,Münster,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8999/
Master's degree,Business in a Digital World (MBA),Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Zwickau,"Law, Economics and Social Sciences in general",English,"Winter semester, Summer semester",3 semesters,"EUR 1,800",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7142/
Master's degree,Business Informatics (MSc),Philipps-Universität Marburg,Marburg,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9043/
Master's degree,Business Intelligence and Data Analytics,University of Applied Sciences Emden/Leer,Emden,Computer Science,English,"Winter semester, Summer semester",3 semesters,"EUR 5,980",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7054/
Master's degree,Business Intelligence and Process Management (MSc),Berlin School of Economics and Law,Berlin,Business and Economics,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4529/
Master's degree,Business Law in an International Context,Berlin School of Economics and Law,Berlin,Law,"German, English",Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4139/
Master's degree,Business Mathematics (MSc),Philipps-Universität Marburg,Marburg,Mathematics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9045/
Master's degree,Cardiovascular Science (MSc),University of Göttingen,Göttingen,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4563/
Master's degree,"Cell and Infection Biology, Master of Science",Julius-Maximilians-Universität Würzburg,Würzburg,Biology,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4642/
Master's degree,Chemical and Bioprocess Engineering,Hamburg University of Technology,Hamburg,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4108/
Master's degree,Chemical and Energy Engineering,Otto von Guericke University Magdeburg,Magdeburg,Mechanical Engineering / Process Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3764/
Master's degree,Chemical Engineering,TU Bergakademie Freiberg,Freiberg,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9174/
Master's degree,Chemical Engineering – Specialisation: Process Systems Engineering,TU Dortmund University,Dortmund,Mechanical Engineering / Process Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6565/
Master's degree,Chemistry,University of Siegen,Siegen,Chemistry,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3780/
Master's degree,Chemistry,Dresden University of Technology,Dresden,Chemistry,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8317/
Master's degree,Chemistry,University of Bonn,Bonn,Chemistry,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8325/
Master's degree,Chemistry (Master of Science),University of Konstanz,Konstanz,Chemistry,English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6350/
Master's degree,Chemistry (MSc),University of Göttingen,Göttingen,Chemistry,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7057/
Master's degree,"China Business and Economics, Master of Science",Julius-Maximilians-Universität Würzburg,Würzburg,Business and Economics,"German, English",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6108/
Master's degree,"China Language and Economy, Master of Arts (MA)",Julius-Maximilians-Universität Würzburg,Würzburg,Other / Non-European Languages and Cultural Studies,"English, Chinese",Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6107/
Master's degree,Chinese Law and Comparative Law LLM/MA,University of Göttingen,Göttingen,Law,"German, English",Winter semester,4 semesters,"EUR 1,400",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6891/
Master's degree,Chinese Politics and Society,Julius-Maximilians-Universität Würzburg,Würzburg,Social Science,"German, English",Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6999/
Master's degree,Chinese Studies,Leipzig University,Leipzig,Other / Non-European Languages and Cultural Studies,"English, Chinese","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6982/
Master's degree,"Chinese Studies, Master of Arts (MA)",Julius-Maximilians-Universität Würzburg,Würzburg,Languages and Cultural Studies in general,"English, Chinese",Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6089/
Master's degree,Clean Energy Processes,FAU Erlangen-Nürnberg,Erlangen,Mechanical Engineering / Process Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7630/
Master's degree,Climate Change Management (MCC),Weihenstephan-Triesdorf University of Applied Sciences,Freising,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,"3 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7623/
Master's degree,"Climate, Earth, Water, Sustainability (CLEWS)",University of Potsdam,Potsdam,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9081/
Master's degree,Cognitive Science,Technical University of Darmstadt,Darmstadt,Psychology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7025/
Master's degree,Cognitive Science (MSc),Osnabrück University,Osnabrück,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3614/
Master's degree,Cognitive Science (MSc),Ruhr-Universität Bochum,Bochum,Philosophy,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4356/
Master's degree,Cognitive Systems (MSc),University of Hildesheim,Hildesheim,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8443/
Master's degree,"Cognitive Systems: Language, Learning, and Reasoning",University of Potsdam,Potsdam,Computer Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6262/
Master's degree,"Communication & Information Technology, MSc (CIT)",University of Bremen,Bremen,Electrical Engineering,English,Summer semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3713/
Master's degree,Communication and Society in Ibero-America,Heidelberg University,Heidelberg,Regional Studies,"English, Spanish",Winter semester,"2 semesters, 4 semesters",varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7748/
Master's degree,Communication Systems and Networks (Master of Science),Technische Hochschule Köln (University of Applied Sciences),Köln,Electrical Engineering,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4354/
Master's degree,Communications and Multimedia Engineering (CME),FAU Erlangen-Nürnberg,Erlangen,Electrical Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4261/
